[2026-02-25T00:00:00.000Z] [INFO] Access log initialized
[2026-02-25T13:01:05.756Z] GET / | Status: 304 | Duration: 24ms | IP: ::1 | User: anonymous
[2026-02-25T13:27:15.576Z] GET /patient/dashboard | Status: 304 | Duration: 6ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:27:15.597Z] GET /media/logo.png | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-25T13:28:35.171Z] GET /patient/dashboard | Status: 200 | Duration: 7ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:28:35.189Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-25T13:28:35.191Z] GET /media/logo.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-25T13:28:35.210Z] GET /media/logo.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-25T13:46:13.504Z] GET /patient/dashboard | Status: 200 | Duration: 19ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:46:13.521Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-25T13:46:13.522Z] GET /media/logo.png | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-25T13:46:13.537Z] GET /patient/measurements | Status: 200 | Duration: 9ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:46:13.553Z] GET /media/logo.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-25T13:46:43.152Z] POST /patient/measurements | Status: 200 | Duration: 15ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:48:06.477Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-25T13:48:06.483Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-25T13:50:01.697Z] GET /patient/dashboard | Status: 200 | Duration: 10ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:50:01.731Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 5ms | IP: ::1 | User: anonymous
[2026-02-25T13:50:01.734Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 15ms | IP: ::1 | User: anonymous
[2026-02-25T13:50:01.747Z] GET /media/logo.png | Status: 200 | Duration: 24ms | IP: ::1 | User: anonymous
[2026-02-25T13:50:01.756Z] GET /patient/measurements | Status: 200 | Duration: 5ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:50:01.763Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-25T13:50:01.816Z] GET /media/logo.png | Status: 200 | Duration: 8ms | IP: ::1 | User: anonymous
[2026-02-25T13:50:53.637Z] GET /patient/dashboard | Status: 200 | Duration: 9ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:50:53.661Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 6ms | IP: ::1 | User: anonymous
[2026-02-25T13:50:53.665Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-25T13:50:53.673Z] GET /media/logo.png | Status: 200 | Duration: 10ms | IP: ::1 | User: anonymous
[2026-02-25T13:50:53.684Z] GET /patient/measurements | Status: 200 | Duration: 2ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:50:53.690Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-25T13:50:53.735Z] GET /media/logo.png | Status: 200 | Duration: 9ms | IP: ::1 | User: anonymous
[2026-02-25T13:51:00.207Z] POST /patient/upload | Status: 302 | Duration: 17ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:51:00.221Z] GET /patient/upload?error=No%20file%20selected | Status: 200 | Duration: 8ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:51:00.244Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-25T13:51:00.253Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-25T13:51:00.261Z] GET /media/logo.png | Status: 200 | Duration: 10ms | IP: ::1 | User: anonymous
[2026-02-25T13:51:00.269Z] GET /patient/measurements | Status: 200 | Duration: 4ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:51:00.281Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 7ms | IP: ::1 | User: anonymous
[2026-02-25T13:51:00.346Z] GET /media/logo.png | Status: 200 | Duration: 6ms | IP: ::1 | User: anonymous
[2026-02-25T13:56:49.804Z] GET /patient/upload?error=No%20file%20selected | Status: 200 | Duration: 23ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:56:49.833Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 8ms | IP: ::1 | User: anonymous
[2026-02-25T13:56:49.839Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 5ms | IP: ::1 | User: anonymous
[2026-02-25T13:56:49.847Z] GET /media/logo.png | Status: 200 | Duration: 11ms | IP: ::1 | User: anonymous
[2026-02-25T13:56:49.853Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-25T13:56:49.875Z] GET /patient/measurements | Status: 200 | Duration: 10ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:56:49.922Z] GET /media/logo.png | Status: 200 | Duration: 7ms | IP: ::1 | User: anonymous
[2026-02-25T13:56:56.199Z] POST /patient/upload | Status: 302 | Duration: 16ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:56:56.213Z] GET /patient/upload?error=No%20file%20selected | Status: 200 | Duration: 7ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:56:56.244Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 9ms | IP: ::1 | User: anonymous
[2026-02-25T13:56:56.249Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-25T13:56:56.261Z] GET /media/logo.png | Status: 200 | Duration: 14ms | IP: ::1 | User: anonymous
[2026-02-25T13:56:56.269Z] GET /patient/measurements | Status: 200 | Duration: 4ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T13:56:56.274Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:00.993Z] GET /patient/upload?error=No%20file%20selected | Status: 200 | Duration: 7ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T14:00:01.022Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:01.030Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 6ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:01.042Z] GET /media/logo.png | Status: 200 | Duration: 14ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:01.057Z] GET /patient/measurements | Status: 200 | Duration: 2ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T14:00:01.062Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:01.101Z] GET /media/logo.png | Status: 200 | Duration: 7ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:07.375Z] POST /patient/upload | Status: 302 | Duration: 3ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T14:00:07.389Z] GET /patient/upload?error=No%20file%20selected | Status: 200 | Duration: 9ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T14:00:07.411Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:07.421Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 6ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:07.428Z] GET /media/logo.png | Status: 200 | Duration: 8ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:07.442Z] GET /patient/measurements | Status: 200 | Duration: 2ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T14:00:07.447Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:17.038Z] GET /auth/logout | Status: 302 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:17.048Z] GET / | Status: 200 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:17.080Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:17.091Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:17.094Z] GET /media/world.png | Status: 200 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:17.098Z] GET /media/doctor-using-mobile-phone-contact-260nw-524089942.jpg | Status: 200 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:17.101Z] GET /media/medical-appointment.png | Status: 200 | Duration: 6ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:17.102Z] GET /media/electrocardiogram-monitor.png | Status: 200 | Duration: 7ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:17.112Z] GET /media/doctor-patient.png | Status: 404 | Duration: 7ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:17.114Z] GET /media/health-report.png | Status: 200 | Duration: 10ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:17.118Z] GET /media/whatsapp.png | Status: 200 | Duration: 5ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:17.121Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 6ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:17.125Z] GET /vendor/fontawesome/webfonts/fa-brands-400.woff2 | Status: 200 | Duration: 9ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:17.127Z] GET /media/logo.png | Status: 200 | Duration: 38ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:18.134Z] GET /auth/login | Status: 200 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:18.163Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:18.167Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:18.177Z] GET /media/logo.png | Status: 200 | Duration: 10ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:18.182Z] GET /vendor/fontawesome/webfonts/fa-regular-400.woff2 | Status: 200 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:18.183Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:28.268Z] POST /auth/login | Status: 302 | Duration: 79ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:28.279Z] GET /patient/dashboard | Status: 200 | Duration: 6ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T14:00:28.304Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:28.316Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:28.327Z] GET /media/logo.png | Status: 200 | Duration: 13ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:28.337Z] GET /patient/measurements | Status: 200 | Duration: 5ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T14:00:28.340Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:34.681Z] POST /patient/upload | Status: 302 | Duration: 2ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T14:00:34.694Z] GET /patient/upload?error=No%20file%20selected | Status: 200 | Duration: 8ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T14:00:34.720Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 5ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:34.729Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:34.735Z] GET /media/logo.png | Status: 200 | Duration: 7ms | IP: ::1 | User: anonymous
[2026-02-25T14:00:34.743Z] GET /patient/measurements | Status: 200 | Duration: 3ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T14:00:34.750Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-25T14:03:52.641Z] GET / | Status: 200 | Duration: 14ms | IP: ::ffff:127.0.0.1 | User: anonymous
[2026-02-25T14:04:44.959Z] POST /auth/login | Status: 302 | Duration: 118ms | IP: ::ffff:127.0.0.1 | User: anonymous
[2026-02-25T14:04:44.974Z] GET /patient/dashboard | Status: 200 | Duration: 11ms | IP: ::ffff:127.0.0.1 | User: patient@medipoint.com
[2026-02-25T14:05:10.726Z] POST /patient/upload | Status: 500 | Duration: 12ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T14:05:19.345Z] POST /patient/upload | Status: 500 | Duration: 6ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T14:16:15.519Z] POST /patient/upload | Status: 302 | Duration: 47ms | IP: ::1 | User: patient@medipoint.com
[2026-02-25T14:16:23.284Z] POST /patient/upload | Status: 302 | Duration: 21ms | IP: ::1 | User: patient@medipoint.com
